Alignment,Character,Combat,Creator,Durability,Gender,Height,IQ,Intelligence,Level,Place_of_birth,Power,Species,Speed,Speed_velocity,Strength,Strength_force,Super_powers,Tier,Universe,Weight,combat_str,durability_str,height_str,intelligence_str,level_str,power_str,speed_str,speed_velocity_str,strength_str,strength_force_str,tier_str,weight_str,name,img_links
Bad,absorbingman,60,Marvel Comics,100,Male,-,80,40,6,Unknown,100,Human,100,1000000000,100,1000000000,"acidresistants,antimattermanipulation,coldresistance,cosmicawareness,creation,divinepowers,durability,electricityabsorption,electricityresistance,electrokinesis,elementcontrol,energyabsorption,energybeams,energyblasts,energyembodiment,energymanipulation,energyresistance,fireresistance,heatgeneration,heatresistance,invulnerability,largesize,latentabilities,lawmanipulation,magic,magicabsorption,matterabsorption,mattermanipulation,molecularmanipulation,naturalarmor,naturalweapons,peakhumancondition,powerabsorption,powermimicry,quantummanipulation,radiationabsorption,radiationimmunity,reactiveevolution,reflexes,regeneration,separation,sizechanging,spacemanipulation,spatialmanipulation,stamina,superspeed,superstrength,transformation,vaporisingbeams,vortexcreation,weathercontrol,windcontrol,acceleratedhealing,agility,bullettime,dexterity,dimensionaltravel,endurance,godlyphysiology,gravitycontrol,illumination,immortality,jump,molecularcombustion,moleculardissipation,molecularimmobilization,molecularoscillation,poweraugmentation,powerbestowal,realitywarping,realitywarpingresistance,resurrection,seismicpower,shapeshifting,shockwavesgeneration,spacesurvivability,statisticsamplification,subjectivereality,vision-night,vision-telescopic,weapon-basedpowers,weaponsmaster,existenceerasureresistance",6,Earth-616,-,combat56to60,durability100,heighthuge,intelligence36to40,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier6,weightunknown,Absorbing Man (Cosmic Cube),https://static.wikia.nocookie.net/villains/images/7/7f/Absorbing_man.jpg/revision/latest/scale-to-width-down/350?cb=20170527052319
Good,atom,40,DC Comics,30,Male,"177.8 cm • 5'10""",170,85,2,"Grand Rapids, Michigan",50,Human,25,200,30,80000,"durability,intelligence,stamina,superspeed,superstrength,acrobatics,disguisemastery,endurance,gadgetusage,radiationimmunity",2,Prime Earth,68 kg • 149.91 lbs,combat36to40,durability30,height0-5,intelligence81to85,level2,power46to50,speed21to25,sv1-1000,strength26to30,sf10001-100000,tier2,weight1-1000,Atom,https://static.wikia.nocookie.net/superheroes/images/f/fa/Al_Pratt.jpg/revision/latest/scale-to-width-down/250?cb=20160502013434
Good,antman,55,Marvel Comics,20,Male,"210.8 cm • 6'11""",190,95,1,"Elmsford, New York",35,Human,25,100,6,250,"dimensionaltravel,intelligence,mastertactician,sizechanging,agility,animalcontrol,mastermartialartist,powersuit,stealth,summoning",1,Earth-616,122.5 kg • 270.07 lbs,combat51to55,durability20,height0-5,intelligence91to95,level1,power31to35,speed21to25,sv1-1000,strength6to10,sf1-1000,tier1,weight1-1000,Ant-Man,https://static.wikia.nocookie.net/superheroes/images/b/b1/Scott_Lang.jpg/revision/latest?cb=20230901043720
Good,arsenal,85,DC Comics,8,Male,"180.3 cm • 5'11""",172,85,1,Unknown,17,Human,10,18,1,150,"acrobatics,agility,dexterity,durability,endurance,intelligence,marksmanship,mechanicalaptitude,peakhumancondition,reflexes,stamina,weapon-basedpowers,weaponsmaster,hacking,intuitiveaptitude,mastermartialartist,mastertactician,stealth",1,Prime Earth,83.9 kg • 184.97 lbs,combat81to85,durability8,height0-5,intelligence81to85,level1,power16to20,speed6to10,sv1-1000,strength1to5,sf1-1000,tier1,weight1-1000,Arsenal,https://static.wikia.nocookie.net/superheroes/images/b/b0/Roy_Harper_%28Speedy_Arsenal_Red_Arrow%29.jpg/revision/latest/scale-to-width-down/250?cb=20190318221027
Bad,abraxas,70,Marvel Comics,100,Male,-,200,100,6,Within Eternity ,100,Cosmic Entity,100,1000000000,100,1000000000,"acceleratedhealing,acidresistants,afterimagecreation,agility,causalityresistance,clairvoyanceresistance,coldresistance,corruptionresistance,cosmicawareness,creation,curseresistance,deathmanipulation,deathtouch,dexterity,dimensionaltravel,durability,electricityresistance,energyblasts,energymanipulation,energyresistance,enhancedhearing,enhancedmemory,enhancedsight,enhancedsmell,enhancedtouch,existenceerasure,existenceerasureresistance,firecontrol,fireresistance,flight,heatgeneration,heatresistance,hellfireresistance,higherdimensionalmanipulation,holyresistance,illusionresistance,immortality,intangibility,intelligence,interstellartravel,invulnerability,levitation,lifemanipulation,magicresistance,memorymanipulation,mindblast,mindcontrol,mindcontrolresistance,mindtransfer,molecularcombustion,moleculardissipation,molecularimmobilization,molecularmanipulation,molecularoscillation,nigh-omnipresence,portalcreation,powerabsorption,powernullifier,precognition,projection,radiationimmunity,realitywarping,realitywarpingresistance,reflexes,regeneration,resurrection,self-sustenance,shapeshifting,shockwavesgeneration,sizechanging,sleepmanipulation,smokemanipulation,soulresistance,soundmanipulation,spaceflight,spatialmanipulation,subjectivereality,superspeed,superstrength,telekinesis,telepathyresistance,teleportation,terrakinesis,timemanipulation,timemanipulationresistance,timetravel,toxinanddiseaseresistance,underwaterbreathing,vision-microscopic,vision-night,vision-telescopic,weathercontrol,astraltrap,astraltravel,attackreflection,banish,densitycontrol,electricityabsorption,electrokinesis,elementcontrol,elementaltransmogrification,invisibility,largesize,phasing,possessionresistance,powerbestowal,powermimicry,radiationabsorption,radiationcontrol,spatialawareness",9,Earth-616,-,combat66to70,durability100,heighthuge,intelligence96to100,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier9,weightunknown,Abraxas,https://static.wikia.nocookie.net/villains/images/b/b0/KeyLockerTwo_.png/revision/latest/scale-to-width-down/25?cb=20190630014215
Neutral,bardock,100,Shueisha,60,Male,-,130,65,3,Unknown,45,Saiyan,65,62000000,100,1000000000,"accelerateddevelopment,acrobatics,agility,bullettime,chimanipulation,coldresistance,danmaku,dexterity,durability,fireresistance,flight,heatgeneration,heatresistance,indomitablewill,intelligence,jump,latentabilities,marksmanship,mastermartialartist,mastertactician,peakhumancondition,stamina,superspeed,superstrength,vaporisingbeams,aura,electricityresistance,energybeams,energyblasts,energymanipulation,enhancedhearing,enhancedsight,enhancedsmell,explosionmanipulation,grappling/climbing,invulnerability,photographicdeduction,photographicreflexes,poweraugmentation,radiationimmunity,ragepower,reactivepowerlevel,reflexes,statisticsamplification,vision-night,vision-telescopic,electrokinesis,longevity,naturalarmor,reactiveevolution,transformation",4,DB,-,combat96to100,durability60,heighthuge,intelligence61to65,level3,power41to45,speed61to65,sv10000001-100000000,strength96to100,sf100000001-1000000000,tier4,weightunknown,Bardock (Super Saiyan),https://static.wikia.nocookie.net/villains/images/a/a9/Bardock_by_cruzazul_d5h7z39.png/revision/latest/scale-to-width-down/220?cb=20180905225249
Neutral,bardock,100,Shueisha,55,Male,-,130,65,3,Unknown,40,Saiyan,55,22007700,100,1000000000,"accelerateddevelopment,agility,chimanipulation,coldresistance,durability,endurance,fireresistance,flight,heatgeneration,heatresistance,indomitablewill,intelligence,jump,marksmanship,mastermartialartist,peakhumancondition,stamina,superspeed,superstrength,acceleratedhealing,adaptation,aura,berserkmode,danmaku,dexterity,energybeams,energyblasts,energymanipulation,enhancedcondition,enhancedhearing,enhancedsight,enhancedsmell,invulnerability,latentabilities,longevity,mastertactician,ragepower,reflexes,vaporisingbeams,largesize,reactiveevolution,reactivepowerlevel,transformation",4,DB,-,combat96to100,durability55,heighthuge,intelligence61to65,level3,power36to40,speed51to55,sv10000001-100000000,strength96to100,sf100000001-1000000000,tier4,weightunknown,Bardock,https://static.wikia.nocookie.net/villains/images/a/a9/Bardock_by_cruzazul_d5h7z39.png/revision/latest/scale-to-width-down/220?cb=20180905225249
Good,baragon,35,None,30,Male,"30 m • 98'5.1""",95,50,2,Unknown,40,Kaiju,20,36,75,22000000,"animalattributes,animalorientedpowers,dig,grappling/climbing,largesize,longevity,self-sustenance,coldresistance,electricityresistance,energyresistance,fireresistance,heatresistance,jawstrength,naturalarmor,naturalweapons,toxinanddiseaseresistance,astralprojection,divinity,jump,radiationimmunity,telepathy,terrakinesis",3,Toho,"10,000 ton • 22,046,226.2 lbs",combat31to35,durability30,height11-100,intelligence46to50,level2,power36to40,speed16to20,sv1-1000,strength71to75,sf10000001-100000000,tier3,weight10000001-100000000,Baragon (GMK),https://static.wikia.nocookie.net/villains/images/f/f4/Baragon_%28Showa%29.jpg/revision/latest/scale-to-width-down/350?cb=20181005161345
Good,aqualad,10,DC Comics,10,Male,-,100,50,2,Unknown,60,Atlantean,30,1989,5,200,"amphibiousrespiration,watercontrol,angelphysiology,demonphysiology,godlyphysiology,underwaterbreathing,zombiephysiology",3,TT,-,combat6to10,durability10,heighthuge,intelligence46to50,level2,power56to60,speed26to30,sv1001-5000,strength1to5,sf1-1000,tier3,weightunknown,Aqualad,https://static.wikia.nocookie.net/superheroes/images/6/63/Aqualad_Jackson_Hyde_0004.jpg/revision/latest/scale-to-width-down/250?cb=20140904201148
Good,aqualad,50,DC Comics,30,Male,"175.3 cm • 5'9""",120,60,2,Unknown,65,Atlantean,25,100,30,75000,"amphibiousrespiration,durability,electrokinesis,enhancedhearing,enhancedsight,stamina,sub-mariner,superspeed,superstrength,underwaterbreathing,watercontrol,adaptation,agility,animalattributes,coldresistance,cryokinesis,electricityresistance,endurance,forcefields,heatresistance,longevity,reflexes,swordsmanship,vision-infrared,vision-night,weapon-basedpowers,weaponsmaster,magic,vehicularmastery",3,Prime Earth,77.11 kg • 170 lbs,combat46to50,durability30,height0-5,intelligence56to60,level2,power61to65,speed21to25,sv1-1000,strength26to30,sf10001-100000,tier3,weight1-1000,Aqualad II,https://static.wikia.nocookie.net/superheroes/images/6/63/Aqualad_Jackson_Hyde_0004.jpg/revision/latest/scale-to-width-down/250?cb=20140904201148
Bad,baphomet,40,None,40,Male,-,40,20,2,Unknown,25,None,50,12401,50,401511,darkmagic,6,DAD,-,combat36to40,durability40,heighthuge,intelligence16to20,level2,power21to25,speed46to50,sv10001-100000,strength46to50,sf100001-1000000,tier6,weightunknown,Baphomet,https://static.wikia.nocookie.net/villains/images/7/7f/Bamphomet.jpg/revision/latest/scale-to-width-down/350?cb=20160107173301
Bad,akaza,90,Shueisha,15,Unknown,"173 cm • 5'8.1""",110,55,2,Unknown,50,Demon,50,300000,30,80000,"durability,regeneration,stamina,superspeed,superstrength,acrobatics,agility,dexterity,immortality,jump,mastermartialartist",1,Demon Slayer,74 kg • 163.14 lbs,combat86to90,durability15,height0-5,intelligence51to55,level2,power46to50,speed46to50,sv100001-1000000,strength26to30,sf10001-100000,tier1,weight1-1000,Akaza (Kimetsu No Yaiba),https://static.wikia.nocookie.net/villains/images/f/ff/Stop_hand.png/revision/latest/scale-to-width-down/20?cb=20080720204038
Good,astroboy,50,Cartoon Network,50,Male,-,170,85,3,Unknown,50,None,100,1000000000,100,1000000000,"flight,soulresistance,superspeed,superstrength,weaponsmaster,acausality,coldresistance,empgeneration,energymanipulation,forcefields,mindcontrolresistance,naturalweapons,soulmanipulation,timetravel,weaponcreation,weaponsummoning,weapon-basedpowers",4,Earth-616,-,combat46to50,durability50,heighthuge,intelligence81to85,level3,power46to50,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier4,weightunknown,Astro Boy,https://static.wikia.nocookie.net/superheroes/images/0/06/Astro.jpg/revision/latest/scale-to-width-down/250?cb=20101110045452
Good,banshee,65,Marvel Comics,15,Male,"182.9 cm • 6'0""",130,65,2,"Cassidy Keep, Ireland",50,Human,25,343,13,500,"enhancedhearing,intelligence,sonicscream,stamina,superspeed,flight,marksmanship,mastermartialartist,mastertactician,radarsense,reflexes,sonar,superbreath,energyarmor",2,Earth-616,77.1 kg • 169.98 lbs,combat61to65,durability15,height0-5,intelligence61to65,level2,power46to50,speed21to25,sv1-1000,strength11to15,sf1-1000,tier2,weight1-1000,Banshee,https://static.wikia.nocookie.net/superheroes/images/8/89/Banshee.jpg/revision/latest/scale-to-width-down/250?cb=20230904160517
Bad,bane,95,DC Comics,20,Male,-,170,85,2,Santa Prisca,20,None,25,50,25,20000,"agility,durability,endurance,enhancedcondition,indomitablewill,intelligence,marksmanship,mastermartialartist,mastertactician,reflexes,stamina,stealth,superspeed,superstrength,weapon-basedpowers,weaponsmaster,acceleratedhealing,acrobatics,dexterity,disguisemastery,intuitiveaptitude,longevity,perfectrecollection,preparation,pressurepoints,regeneration,swordsmanship,toxinanddiseaseresistance,vehicularmastery,gadgetusage,grappling/climbing,heatresistance,invulnerability,jump",1,Arkhamverse,-,combat91to95,durability20,heighthuge,intelligence81to85,level2,power16to20,speed21to25,sv1-1000,strength21to25,sf10001-100000,tier1,weightunknown,Bane (Origins),https://static.wikia.nocookie.net/villains/images/0/04/QuestionMark.png/revision/latest/scale-to-width-down/95?cb=20190713004703
Bad,bane,80,DC Comics,10,Male,"193 cm • 6'4""",130,65,1,Santa prisca,5,Human,1,8,6,250,"durability,intelligence,peakhumancondition,stamina,endurance,mastermartialartist,mastertactician,weaponsmaster,berserkmode,marksmanship,reflexes",1,Nolanverse,104.3 kg • 229.94 lbs,combat76to80,durability10,height0-5,intelligence61to65,level1,power1to5,speed1to5,sv1-1000,strength6to10,sf1-1000,tier1,weight1-1000,Bane,https://static.wikia.nocookie.net/villains/images/0/04/QuestionMark.png/revision/latest/scale-to-width-down/95?cb=20190713004703
Bad,aatrox,90,Riot Games,25,Male,-,140,70,3,Ancient Shurima,70,Demon,25,50,35,150000,"acceleratedhealing,apathy,awakenedpower,berserkmode,bloodlust,chainmanipulation,darkmagic,emotionalpowerup,fearinducement,flight,immortality,insanity,longevity,powersense,ragepower,regeneration,swordsmanship,aura,bloodmanipulation,coldresistance,corruption,demonphysiology,energyconstructs,enhancedsight,extrasensoryperception,heatresistance,jump,largesize,magicresistance,naturalarmor,possession,powerbestowal,statisticsamplification,statuseffectinducement,acrobatics,corruptionresistance,damageboost,dangersense,enhancedsmell,inorganicphysiology,jawstrength,mastertactician,mindcontrolresistance,naturalweapons,non-physicalinteraction,possessionresistance,soulmanipulation,soulresistance,telekinesis",3,League Of Legends,-,combat86to90,durability25,heighthuge,intelligence66to70,level3,power66to70,speed21to25,sv1-1000,strength31to35,sf100001-1000000,tier3,weightunknown,Aatrox (Sealed),https://static.wikia.nocookie.net/villains/images/5/58/Aatrox_Render.png/revision/latest/scale-to-width-down/350?cb=20210813073021
Neutral,aatrox,90,Riot Games,55,Male,-,140,70,3,Ancient Shurima,80,Demon,30,1450,75,50000000,"acceleratedhealing,aura,awakenedpower,berserkmode,bloodmanipulation,bloodlust,chainmanipulation,darkmagic,endurance,fearinducement,flight,immortality,longevity,magicresistance,ragepower,regeneration,self-sustenance,statisticsamplification,statuseffectinducement,swordsmanship,toxinanddiseaseresistance,coldresistance,corruptionresistance,damageboost,dangersense,demonphysiology,emotionalpowerup,energyconstructs,enhancedsight,extrasensoryperception,heatresistance,invulnerability,jump,largesize,mindcontrolresistance,naturalarmor,non-physicalinteraction,possessionresistance,powerbestowal,powersense,soulmanipulation,soulresistance,acrobatics,corruption,enhancedsmell,jawstrength,mastertactician,naturalweapons,possession,telekinesis",4,League Of Legends,-,combat86to90,durability55,heighthuge,intelligence66to70,level3,power76to80,speed26to30,sv1001-5000,strength71to75,sf10000001-100000000,tier4,weightunknown,Aatrox (Prime),https://static.wikia.nocookie.net/villains/images/5/58/Aatrox_Render.png/revision/latest/scale-to-width-down/350?cb=20210813073021
Good,apollo,80,Marvel Comics,75,Male,"182.9 cm • 6'0""",180,90,3,Unknown,100,None,100,1000000000,75,10000000,"energyabsorption,energybeams,energyblasts,energyconstructs,energymanipulation,energyresistance,godlyphysiology,heatgeneration,heatresistance,lightcontrol,longevity,superspeed,superstrength",6,Earth-616,238.14 kg • 525.01 lbs,combat76to80,durability75,height0-5,intelligence86to90,level3,power96to100,speed96to100,sv100000001-1000000000,strength71to75,sf1000001-10000000,tier6,weight1-1000,Apollo,https://static.wikia.nocookie.net/superheroes/images/f/f3/Mature.jpg/revision/latest/scale-to-width-down/250?cb=20180601002449
Neutral,batmite,55,DC Comics,100,Male,"88.9 cm • 2'11""",100,50,6,Unknown,100,Imp,100,1000000000,100,1000000000,"acceleratedhealing,adaptation,agility,animation,astralprojection,conceptualmanipulation,cosmicawareness,creation,densitycontrol,dexterity,dimensionalawareness,dimensionaltravel,durability,endurance,energymanipulation,energyresistance,existenceerasure,existenceerasureresistance,gravitycontrol,higherdimensionalmanipulation,immortality,intelligence,invisibility,invulnerability,lawmanipulation,levitation,lifemanipulation,longevity,magic,magicresistance,mattermanipulation,molecularmanipulation,nigh-omniscience,non-corporeal,peakhumancondition,physicsmanipulation,plotmanipulation,plotmanipulationresistance,powermimicry,probabilitymanipulation,projection,realitywarping,realitywarpingresistance,regeneration,resurrection,shapeshifting,sizechanging,spatialawareness,spatialmanipulation,stamina,subjectivereality,superspeed,superstrength,supernaturalcondition,telekinesis,thefourthwall,timemanipulation,timemanipulationresistance,timetravel,toonforce,wishing,abilityshift,acausality,accelerateddevelopment,agemanipulation,animalcontrol,animatedshadow,anti-gravity,antimattermanipulation,astraltrap,astraltravel,biokinesis,blessed,bullettime,camouflage,chaosmagic,chimanipulation,clairvoyance,clairvoyanceresistance,clothmanipulation,coldresistance,corruptionresistance,cursemanipulation,curseresistance,dangersense,darkmagic,deathmanipulation,dimensionstorage,duplication,elasticity,electricityresistance,electrokinesis,elementcontrol,emotionalpowerup,energyabsorption,energyblasts,energyconstructs,enhancedcondition,enhancedhearing,enhancedmemory,enhancedsight,explosionmanipulation,fateresistance,fireresistance,flight,forcefields,godlyphysiology,heatresistance,hellfireresistance,holyresistance,illusionresistance,illusions,indomitablewill,informationanalysis,informationmanipulation,insanity,intangibility,interstellartravel,jump,largesize,luck,magicabsorption,marksmanship,mastermartialartist,matterabsorption,memorymanipulation,mindcontrol,mindcontrolresistance,molecularimmobilization,molecularoscillation,naturalarmor,necromancy,non-physicalinteraction,organicmanipulation,painmanipulation,painsuppression,pataphysicsmanipulation,petrification,phasing,physicalanomaly,pocketdimensions,portalcreation,possessionresistance,postcognition,powerabsorptionimmunity,powermodification,powernullifier,precognition,psionicpowers,radiationimmunity,reactivepowerlevel,reflexes,regenerationnegation,shadowmanipulation,socialinfluencing,soulmanipulation,soulresistance,spaceflight,spatialcommunication,statisticsamplification,stealth,summoning,supremepower,telepathy,telepathyresistance,teleportation,toxinanddiseaseresistance,transformation,unholyresistance,vision-night,vitakinesis,voidmanipulation,weaponcreation,weapon-basedpowers,weaponsmaster,zenith",8,Prime Earth,21.3 kg • 46.96 lbs,combat51to55,durability100,heighthuge,intelligence46to50,level6,power96to100,speed96to100,sv100000001-1000000000,strength96to100,sf100000001-1000000000,tier8,weight1-1000,Bat-Mite,https://static.wikia.nocookie.net/superheroes/images/1/15/Bat-Mite.jpg/revision/latest/scale-to-width-down/250?cb=20150914125346
